date,node,cpu,int,mem,hd
2014-02-07 03:35:00,nodeIn02.ret.org,12.5,0.01,91.6,NA
2014-02-07 03:40:00,nodeId01.ret.org,8.5,0.06,92.79,NA
2014-02-07 03:40:00,nodeId02.ret.org,9.5,0.01,92.05,NA
2014-02-07 03:40:00,nodeIn01.ret.org,10,0.02,91.52,NA
2014-02-07 03:40:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 03:45:00,nodeId01.ret.org,8.5,0.1,92.78,NA
2014-02-07 03:45:00,nodeId02.ret.org,9.5,0.01,92.05,NA
2014-02-07 03:45:00,nodeIn01.ret.org,10.5,0.01,91.5,NA
2014-02-07 03:45:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 03:50:00,nodeId01.ret.org,8.5,0.04,92.77,NA
2014-02-07 03:50:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 03:50:00,nodeIn01.ret.org,10,0.01,91.52,NA
2014-02-07 03:50:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 03:55:00,nodeId01.ret.org,9,0.03,92.79,NA
2014-02-07 03:55:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 03:55:00,nodeIn01.ret.org,10,0.02,91.51,NA
2014-02-07 03:55:00,nodeIn02.ret.org,11.5,0.01,91.6,NA
2014-02-07 04:00:00,nodeId01.ret.org,8.5,0.09,92.09,NA
2014-02-07 04:00:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:00:00,nodeIn01.ret.org,11,0.02,91.52,NA
2014-02-07 04:00:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 04:05:00,nodeId01.ret.org,9,0.07,92.12,NA
2014-02-07 04:05:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:05:00,nodeIn01.ret.org,10,0.01,91.51,NA
2014-02-07 04:05:00,nodeIn02.ret.org,11.5,0.01,91.6,NA
2014-02-07 04:10:00,nodeId01.ret.org,8.5,0.07,92.11,NA
2014-02-07 04:10:00,nodeId02.ret.org,10,0.01,92.07,NA
2014-02-07 04:10:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 04:10:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 04:15:00,nodeId01.ret.org,8.5,0.08,92.12,NA
2014-02-07 04:15:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 04:15:00,nodeIn01.ret.org,10,0.01,91.53,NA
2014-02-07 04:15:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 04:20:00,nodeId01.ret.org,8.5,0.03,92.13,NA
2014-02-07 04:20:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:20:00,nodeIn01.ret.org,10,0.01,91.52,NA
2014-02-07 04:20:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:25:00,nodeId01.ret.org,8.5,0.05,92.13,NA
2014-02-07 04:25:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:25:00,nodeIn01.ret.org,10,0.02,91.52,NA
2014-02-07 04:25:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:30:00,nodeId01.ret.org,8.5,0.06,92.13,NA
2014-02-07 04:30:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:30:00,nodeIn01.ret.org,10.5,0.02,91.51,NA
2014-02-07 04:30:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:35:00,nodeId01.ret.org,8.5,0.03,92.12,NA
2014-02-07 04:35:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 04:35:00,nodeIn01.ret.org,10,0.01,91.52,NA
2014-02-07 04:35:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:40:00,nodeId01.ret.org,8.5,0.07,92.13,NA
2014-02-07 04:40:00,nodeId02.ret.org,9,0.01,92.06,NA
2014-02-07 04:40:00,nodeIn01.ret.org,10,0.02,91.52,NA
2014-02-07 04:40:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 04:45:00,nodeId01.ret.org,8.5,0.07,92.13,NA
2014-02-07 04:45:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 04:45:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 04:45:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:50:00,nodeId01.ret.org,8.5,0.06,92.14,NA
2014-02-07 04:50:00,nodeId02.ret.org,9.5,0.01,92.06,NA
2014-02-07 04:50:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 04:50:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 04:55:00,nodeId01.ret.org,8.5,0.03,92.12,NA
2014-02-07 04:55:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 04:55:00,nodeIn01.ret.org,10.5,0.02,91.53,NA
2014-02-07 04:55:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 05:00:00,nodeId01.ret.org,9,0.05,92.13,NA
2014-02-07 05:00:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:00:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 05:00:00,nodeIn02.ret.org,11.5,0.01,91.59,NA
2014-02-07 05:05:00,nodeId01.ret.org,8.5,0.05,92.11,NA
2014-02-07 05:05:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:05:00,nodeIn01.ret.org,10.5,0.01,91.52,NA
2014-02-07 05:05:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-07 05:10:00,nodeId01.ret.org,8.5,0.09,92.13,NA
2014-02-07 05:10:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 05:10:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 05:10:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 05:15:00,nodeId01.ret.org,8.5,0.03,92.13,NA
2014-02-07 05:15:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:15:00,nodeIn01.ret.org,10.5,0.01,91.51,NA
2014-02-07 05:15:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 05:20:00,nodeId01.ret.org,8.5,0.09,92.13,NA
2014-02-07 05:20:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:20:00,nodeIn01.ret.org,10,0.01,91.53,NA
2014-02-07 05:20:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 05:25:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 05:25:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:25:00,nodeIn01.ret.org,10,0.02,91.52,NA
2014-02-07 05:25:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 05:30:00,nodeId01.ret.org,8.5,0.05,92.15,NA
2014-02-07 05:30:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 05:30:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 05:30:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 05:35:00,nodeId01.ret.org,8.5,0.07,92.13,NA
2014-02-07 05:35:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 05:35:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 05:35:00,nodeIn02.ret.org,13,0.01,91.61,NA
2014-02-07 05:40:00,nodeId01.ret.org,8.5,0.03,92.15,NA
2014-02-07 05:40:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 05:40:00,nodeIn01.ret.org,10,0.01,91.52,NA
2014-02-07 05:40:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 05:45:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 05:45:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 05:45:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 05:45:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 05:50:00,nodeId01.ret.org,8.5,0.08,92.14,NA
2014-02-07 05:50:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 05:50:00,nodeIn01.ret.org,10.5,0.01,91.51,NA
2014-02-07 05:50:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 05:55:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 05:55:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 05:55:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 05:55:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 06:00:00,nodeId01.ret.org,8.5,0.07,92.14,NA
2014-02-07 06:00:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 06:00:00,nodeIn01.ret.org,11,0.03,91.52,NA
2014-02-07 06:00:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 06:05:00,nodeId01.ret.org,9,0.05,92.14,NA
2014-02-07 06:05:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 06:05:00,nodeIn01.ret.org,10,0.01,91.53,NA
2014-02-07 06:05:00,nodeIn02.ret.org,11.5,0.01,91.59,NA
2014-02-07 06:10:00,nodeId01.ret.org,8.5,0.01,92.14,NA
2014-02-07 06:10:00,nodeId02.ret.org,10,0.01,92.08,NA
2014-02-07 06:10:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 06:10:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 06:15:00,nodeId01.ret.org,8.5,0.08,92.14,NA
2014-02-07 06:15:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 06:15:00,nodeIn01.ret.org,10,0.01,91.53,NA
2014-02-07 06:15:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:20:00,nodeId01.ret.org,8.5,0.05,92.13,NA
2014-02-07 06:20:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 06:20:00,nodeIn01.ret.org,10.5,0.01,91.53,NA
2014-02-07 06:20:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 06:25:00,nodeId01.ret.org,8.5,0.01,92.15,NA
2014-02-07 06:25:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 06:25:00,nodeIn01.ret.org,10,0.02,91.51,NA
2014-02-07 06:25:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:30:00,nodeId01.ret.org,8.5,0.09,92.16,NA
2014-02-07 06:30:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 06:30:00,nodeIn01.ret.org,10,0.04,91.54,NA
2014-02-07 06:30:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:35:00,nodeId01.ret.org,8.5,0.05,92.14,NA
2014-02-07 06:35:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 06:35:00,nodeIn01.ret.org,10,0.01,91.51,NA
2014-02-07 06:35:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:40:00,nodeId01.ret.org,8.5,0.09,92.14,NA
2014-02-07 06:40:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 06:40:00,nodeIn01.ret.org,10.5,0.02,91.53,NA
2014-02-07 06:40:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:45:00,nodeId01.ret.org,8.5,0.05,92.13,NA
2014-02-07 06:45:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 06:45:00,nodeIn01.ret.org,10.5,0.01,91.52,NA
2014-02-07 06:45:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 06:50:00,nodeId01.ret.org,8.5,0.05,92.14,NA
2014-02-07 06:50:00,nodeId02.ret.org,9,0.01,92.08,NA
2014-02-07 06:50:00,nodeIn01.ret.org,10,0.01,91.52,NA
2014-02-07 06:50:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 06:55:00,nodeId01.ret.org,8.5,0.05,92.13,NA
2014-02-07 06:55:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 06:55:00,nodeIn01.ret.org,10.5,0.02,91.52,NA
2014-02-07 06:55:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 07:00:00,nodeId01.ret.org,8.5,0.05,92.14,NA
2014-02-07 07:00:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 07:00:00,nodeIn01.ret.org,10.5,0.03,91.53,NA
2014-02-07 07:00:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 07:05:00,nodeId01.ret.org,9.5,0.1,92.13,NA
2014-02-07 07:05:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:05:00,nodeIn01.ret.org,10.5,0.05,91.52,NA
2014-02-07 07:05:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 07:10:00,nodeId01.ret.org,8.5,0.05,92.14,NA
2014-02-07 07:10:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:10:00,nodeIn01.ret.org,10,0.01,91.53,NA
2014-02-07 07:10:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 07:15:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 07:15:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:15:00,nodeIn01.ret.org,10.5,0.02,91.54,NA
2014-02-07 07:15:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 07:20:00,nodeId01.ret.org,8.5,0.09,92.14,NA
2014-02-07 07:20:00,nodeId02.ret.org,9,0.01,92.09,NA
2014-02-07 07:20:00,nodeIn01.ret.org,10.5,0.05,91.53,NA
2014-02-07 07:20:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 07:25:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 07:25:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:25:00,nodeIn01.ret.org,10.5,0.04,91.52,NA
2014-02-07 07:25:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 07:30:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 07:30:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 07:30:00,nodeIn01.ret.org,10.5,0.02,91.54,NA
2014-02-07 07:30:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 07:35:00,nodeId01.ret.org,8.5,0.1,92.13,NA
2014-02-07 07:35:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:35:00,nodeIn01.ret.org,10,0.15,91.52,NA
2014-02-07 07:35:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 07:40:00,nodeId01.ret.org,8.5,0.03,92.14,NA
2014-02-07 07:40:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:40:00,nodeIn01.ret.org,10.5,0.12,91.54,NA
2014-02-07 07:40:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 07:45:00,nodeId01.ret.org,8.5,0.12,92.14,NA
2014-02-07 07:45:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:45:00,nodeIn01.ret.org,10.5,0.1,91.52,NA
2014-02-07 07:45:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 07:50:00,nodeId01.ret.org,9,1.71,92.15,NA
2014-02-07 07:50:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 07:50:00,nodeIn01.ret.org,10,0.05,91.54,NA
2014-02-07 07:50:00,nodeIn02.ret.org,12,0.01,91.6,NA
2014-02-07 07:55:00,nodeId01.ret.org,8.5,0.63,92.15,NA
2014-02-07 07:55:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 07:55:00,nodeIn01.ret.org,10.5,0.19,91.53,NA
2014-02-07 07:55:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:00:00,nodeId01.ret.org,9,0.17,92.15,NA
2014-02-07 08:00:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 08:00:00,nodeIn01.ret.org,10.5,0.12,91.54,NA
2014-02-07 08:00:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:05:00,nodeId01.ret.org,8.5,0.07,92.14,NA
2014-02-07 08:05:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 08:05:00,nodeIn01.ret.org,10,0.09,91.53,NA
2014-02-07 08:05:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 08:10:00,nodeId01.ret.org,8.5,0.06,92.14,NA
2014-02-07 08:10:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 08:10:00,nodeIn01.ret.org,10.5,0.13,91.53,NA
2014-02-07 08:10:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:15:00,nodeId01.ret.org,8.5,0.08,92.14,NA
2014-02-07 08:15:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 08:15:00,nodeIn01.ret.org,10.5,0.07,91.53,NA
2014-02-07 08:15:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:20:00,nodeId01.ret.org,8.5,0.05,92.14,NA
2014-02-07 08:20:00,nodeId02.ret.org,9.5,0.01,92.07,NA
2014-02-07 08:20:00,nodeIn01.ret.org,10,0.09,91.54,NA
2014-02-07 08:20:00,nodeIn02.ret.org,11.5,0.01,91.63,NA
2014-02-07 08:25:00,nodeId01.ret.org,8.5,0.14,92.14,NA
2014-02-07 08:25:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 08:25:00,nodeIn01.ret.org,10.5,0.09,91.52,NA
2014-02-07 08:25:00,nodeIn02.ret.org,12,0.01,91.63,NA
2014-02-07 08:30:00,nodeId01.ret.org,8.5,0.06,92.15,NA
2014-02-07 08:30:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 08:30:00,nodeIn01.ret.org,10.5,0.3,91.53,NA
2014-02-07 08:30:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:35:00,nodeId01.ret.org,8.5,0.02,92.14,NA
2014-02-07 08:35:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 08:35:00,nodeIn01.ret.org,10.5,0.17,91.53,NA
2014-02-07 08:35:00,nodeIn02.ret.org,12.5,0.01,91.61,NA
2014-02-07 08:40:00,nodeId01.ret.org,8.5,0.12,92.13,NA
2014-02-07 08:40:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 08:40:00,nodeIn01.ret.org,10.5,0.15,91.54,NA
2014-02-07 08:40:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:45:00,nodeId01.ret.org,8.5,0.08,92.14,NA
2014-02-07 08:45:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 08:45:00,nodeIn01.ret.org,10.5,0.22,91.53,NA
2014-02-07 08:45:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 08:50:00,nodeId01.ret.org,8.5,0.04,92.16,NA
2014-02-07 08:50:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 08:50:00,nodeIn01.ret.org,10.5,0.2,91.54,NA
2014-02-07 08:50:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 08:55:00,nodeId01.ret.org,8.5,0.11,92.15,NA
2014-02-07 08:55:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 08:55:00,nodeIn01.ret.org,10.5,0.21,91.53,NA
2014-02-07 08:55:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 09:00:00,nodeId01.ret.org,9,0.14,92.15,NA
2014-02-07 09:00:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 09:00:00,nodeIn01.ret.org,11,0.21,91.54,NA
2014-02-07 09:00:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 09:05:00,nodeId01.ret.org,8.5,0.08,92.16,NA
2014-02-07 09:05:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 09:05:00,nodeIn01.ret.org,10,0.12,91.54,NA
2014-02-07 09:05:00,nodeIn02.ret.org,11.5,0.01,91.61,NA
2014-02-07 09:10:00,nodeId01.ret.org,8.5,0.09,92.16,NA
2014-02-07 09:10:00,nodeId02.ret.org,10.5,0.01,92.08,NA
2014-02-07 09:10:00,nodeIn01.ret.org,10.5,0.13,91.53,NA
2014-02-07 09:10:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 09:15:00,nodeId01.ret.org,8.5,0.07,92.16,NA
2014-02-07 09:15:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 09:15:00,nodeIn01.ret.org,10.5,0.18,91.53,NA
2014-02-07 09:15:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 09:20:00,nodeId01.ret.org,8.5,0.1,92.16,NA
2014-02-07 09:20:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 09:20:00,nodeIn01.ret.org,10.5,0.25,91.53,NA
2014-02-07 09:20:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 09:25:00,nodeId01.ret.org,9,0.09,92.16,NA
2014-02-07 09:25:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 09:25:00,nodeIn01.ret.org,10.5,0.17,91.54,NA
2014-02-07 09:25:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 09:30:00,nodeId01.ret.org,8.5,0.12,92.17,NA
2014-02-07 09:30:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 09:30:00,nodeIn01.ret.org,11,0.17,91.53,NA
2014-02-07 09:30:00,nodeIn02.ret.org,12,0.01,91.63,NA
2014-02-07 09:35:00,nodeId01.ret.org,8.5,0.19,92.16,NA
2014-02-07 09:35:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 09:35:00,nodeIn01.ret.org,10.5,0.22,91.54,NA
2014-02-07 09:35:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 09:40:00,nodeId01.ret.org,8.5,0.28,92.18,NA
2014-02-07 09:40:00,nodeId02.ret.org,9,0.01,92.1,NA
2014-02-07 09:40:00,nodeIn01.ret.org,10.5,0.33,91.53,NA
2014-02-07 09:40:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 09:45:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 09:45:00,nodeIn01.ret.org,10.5,0.3,91.53,NA
2014-02-07 09:45:00,nodeIn02.ret.org,11.5,0.01,91.62,NA
2014-02-07 09:50:00,nodeId01.ret.org,8.5,0.09,92.17,NA
2014-02-07 09:50:00,nodeId02.ret.org,10,0.01,92.08,NA
2014-02-07 09:50:00,nodeIn01.ret.org,10.5,0.17,91.54,NA
2014-02-07 09:50:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 09:55:00,nodeId01.ret.org,8.5,0.09,92.17,NA
2014-02-07 09:55:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 09:55:00,nodeIn01.ret.org,10.5,0.19,91.53,NA
2014-02-07 09:55:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 10:00:00,nodeId01.ret.org,9,0.23,91.78,NA
2014-02-07 10:00:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 10:00:00,nodeIn01.ret.org,10.5,0.29,91.54,NA
2014-02-07 10:00:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 10:05:00,nodeId01.ret.org,9,0.08,91.77,NA
2014-02-07 10:05:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 10:05:00,nodeIn01.ret.org,10.5,0.31,91.53,NA
2014-02-07 10:05:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 10:10:00,nodeId01.ret.org,8.5,0.16,91.79,NA
2014-02-07 10:10:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:10:00,nodeIn01.ret.org,10.5,0.23,91.53,NA
2014-02-07 10:10:00,nodeIn02.ret.org,11.5,0.01,91.63,NA
2014-02-07 10:15:00,nodeId01.ret.org,8.5,0.22,91.79,NA
2014-02-07 10:15:00,nodeId02.ret.org,9.5,0.01,92.08,NA
2014-02-07 10:15:00,nodeIn01.ret.org,10.5,0.27,91.55,NA
2014-02-07 10:15:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 10:20:00,nodeId01.ret.org,8.5,0.16,91.79,NA
2014-02-07 10:20:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:20:00,nodeIn01.ret.org,10.5,0.42,91.55,NA
2014-02-07 10:20:00,nodeIn02.ret.org,12,0.01,91.63,NA
2014-02-07 10:25:00,nodeId01.ret.org,8.5,0.18,91.79,NA
2014-02-07 10:25:00,nodeId02.ret.org,9.5,0.01,92.09,NA
2014-02-07 10:25:00,nodeIn01.ret.org,10.5,0.45,91.54,NA
2014-02-07 10:25:00,nodeIn02.ret.org,12,0.01,91.61,NA
2014-02-07 10:30:00,nodeId01.ret.org,8.5,0.27,91.81,NA
2014-02-07 10:30:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:30:00,nodeIn01.ret.org,10.5,0.4,91.55,NA
2014-02-07 10:30:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 10:35:00,nodeId01.ret.org,9,0.21,91.8,NA
2014-02-07 10:35:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:35:00,nodeIn01.ret.org,10.5,0.35,91.54,NA
2014-02-07 10:35:00,nodeIn02.ret.org,12.5,0.01,91.63,NA
2014-02-07 10:40:00,nodeId01.ret.org,9,0.28,91.8,NA
2014-02-07 10:40:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:40:00,nodeIn01.ret.org,10.5,0.39,91.53,NA
2014-02-07 10:40:00,nodeIn02.ret.org,12,0.01,91.63,NA
2014-02-07 10:45:00,nodeId01.ret.org,8.5,0.23,91.78,NA
2014-02-07 10:45:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 10:45:00,nodeIn01.ret.org,10.5,0.54,91.54,NA
2014-02-07 10:45:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 10:50:00,nodeId01.ret.org,9,0.2,91.8,NA
2014-02-07 10:50:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:50:00,nodeIn01.ret.org,10.5,0.41,91.55,NA
2014-02-07 10:50:00,nodeIn02.ret.org,12,0.01,91.63,NA
2014-02-07 10:55:00,nodeId01.ret.org,9,0.17,91.8,NA
2014-02-07 10:55:00,nodeId02.ret.org,9.5,0.01,92.11,NA
2014-02-07 10:55:00,nodeIn01.ret.org,10.5,0.39,91.54,NA
2014-02-07 10:55:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 11:00:00,nodeId01.ret.org,9,0.25,91.81,NA
2014-02-07 11:00:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 11:00:00,nodeIn01.ret.org,11.5,0.45,91.55,NA
2014-02-07 11:00:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 11:05:00,nodeId01.ret.org,9.5,0.18,91.8,NA
2014-02-07 11:05:00,nodeId02.ret.org,9.5,0.01,92.1,NA
2014-02-07 11:05:00,nodeIn02.ret.org,12,0.01,91.62,NA
2014-02-07 11:10:00,nodeId01.ret.org,9,0.21,91.79,NA
