date,node,cpu,int,mem,hd
2014-02-02 10:45:00,nodeIn02.ret.org,11.5,0.01,91.56,NA
2014-02-02 10:50:00,nodeId01.ret.org,8.5,0.05,91.59,NA
2014-02-02 10:50:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 10:50:00,nodeIn01.ret.org,10.5,0.03,91.83,NA
2014-02-02 10:50:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 10:55:00,nodeId01.ret.org,8.5,0.05,91.59,NA
2014-02-02 10:55:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 10:55:00,nodeIn01.ret.org,10,0.05,91.84,NA
2014-02-02 10:55:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:00:00,nodeId01.ret.org,8.5,0.05,91.59,NA
2014-02-02 11:00:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 11:00:00,nodeIn01.ret.org,10.5,0.09,91.7,NA
2014-02-02 11:00:00,nodeIn02.ret.org,11.5,0.01,91.56,NA
2014-02-02 11:05:00,nodeId01.ret.org,9,0.07,91.59,NA
2014-02-02 11:05:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 11:05:00,nodeIn01.ret.org,10.5,0.09,91.72,NA
2014-02-02 11:05:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:10:00,nodeId01.ret.org,8.5,0.09,91.58,NA
2014-02-02 11:10:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 11:10:00,nodeIn01.ret.org,10,0.13,91.73,NA
2014-02-02 11:10:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:15:00,nodeId01.ret.org,8.5,0.08,91.6,NA
2014-02-02 11:15:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 11:15:00,nodeIn01.ret.org,10.5,0.1,91.74,NA
2014-02-02 11:15:00,nodeIn02.ret.org,12,0.01,91.55,NA
2014-02-02 11:20:00,nodeId01.ret.org,8.5,0.08,91.59,NA
2014-02-02 11:20:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 11:20:00,nodeIn01.ret.org,10,0.11,91.73,NA
2014-02-02 11:20:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:25:00,nodeId01.ret.org,8.5,0.09,91.59,NA
2014-02-02 11:25:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 11:25:00,nodeIn01.ret.org,10.5,0.13,91.73,NA
2014-02-02 11:25:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 11:30:00,nodeId01.ret.org,8.5,0.07,91.59,NA
2014-02-02 11:30:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 11:30:00,nodeIn01.ret.org,10,0.17,91.73,NA
2014-02-02 11:30:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:35:00,nodeId01.ret.org,8.5,0.08,91.59,NA
2014-02-02 11:35:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 11:35:00,nodeIn01.ret.org,10,0.15,91.73,NA
2014-02-02 11:35:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:40:00,nodeId01.ret.org,8.5,0.09,91.58,NA
2014-02-02 11:40:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 11:40:00,nodeIn01.ret.org,10,0.14,91.73,NA
2014-02-02 11:40:00,nodeIn02.ret.org,11.5,0.01,91.56,NA
2014-02-02 11:45:00,nodeId01.ret.org,9,0.14,91.57,NA
2014-02-02 11:45:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 11:45:00,nodeIn01.ret.org,10,0.15,91.73,NA
2014-02-02 11:45:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:50:00,nodeId01.ret.org,8.5,0.12,91.59,NA
2014-02-02 11:50:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 11:50:00,nodeIn01.ret.org,10.5,0.19,91.74,NA
2014-02-02 11:50:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 11:55:00,nodeId01.ret.org,8.5,0.13,91.59,NA
2014-02-02 11:55:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 11:55:00,nodeIn01.ret.org,10,0.17,91.72,NA
2014-02-02 11:55:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 12:00:00,nodeId01.ret.org,8.5,0.13,91.59,NA
2014-02-02 12:00:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 12:00:00,nodeIn01.ret.org,10.5,0.09,91.72,NA
2014-02-02 12:00:00,nodeIn02.ret.org,11.5,0.01,91.56,NA
2014-02-02 12:05:00,nodeId01.ret.org,9,0.1,91.6,NA
2014-02-02 12:05:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 12:05:00,nodeIn01.ret.org,10,0.07,91.74,NA
2014-02-02 12:05:00,nodeIn02.ret.org,12,0.01,91.55,NA
2014-02-02 12:10:00,nodeId01.ret.org,8.5,0.15,91.59,NA
2014-02-02 12:10:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 12:10:00,nodeIn01.ret.org,10.5,0.09,91.73,NA
2014-02-02 12:10:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 12:15:00,nodeId01.ret.org,8.5,0.22,91.59,NA
2014-02-02 12:15:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 12:15:00,nodeIn01.ret.org,10,0.09,91.74,NA
2014-02-02 12:15:00,nodeIn02.ret.org,11.5,0.01,91.56,NA
2014-02-02 12:20:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 12:20:00,nodeIn01.ret.org,10,0.09,91.73,NA
2014-02-02 12:20:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 12:25:00,nodeId01.ret.org,8.5,0.17,91.59,NA
2014-02-02 12:25:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 12:25:00,nodeIn01.ret.org,10,0.07,91.74,NA
2014-02-02 12:25:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 12:30:00,nodeId01.ret.org,9,0.16,91.59,NA
2014-02-02 12:30:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 12:30:00,nodeIn01.ret.org,10.5,0.13,91.73,NA
2014-02-02 12:30:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 12:35:00,nodeId01.ret.org,8.5,0.17,91.59,NA
2014-02-02 12:35:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 12:35:00,nodeIn01.ret.org,10,0.12,91.73,NA
2014-02-02 12:35:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 12:40:00,nodeId01.ret.org,8.5,0.2,91.58,NA
2014-02-02 12:40:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 12:40:00,nodeIn01.ret.org,10.5,0.12,91.73,NA
2014-02-02 12:40:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 12:45:00,nodeId01.ret.org,9,0.21,91.59,NA
2014-02-02 12:45:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 12:45:00,nodeIn01.ret.org,10.5,0.11,91.73,NA
2014-02-02 12:45:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 12:50:00,nodeId01.ret.org,8.5,0.21,91.6,NA
2014-02-02 12:50:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 12:50:00,nodeIn01.ret.org,10,0.15,91.73,NA
2014-02-02 12:50:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 12:55:00,nodeId01.ret.org,8.5,0.21,91.6,NA
2014-02-02 12:55:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 12:55:00,nodeIn01.ret.org,10,0.12,91.73,NA
2014-02-02 12:55:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 13:00:00,nodeId01.ret.org,9.5,0.22,91.58,NA
2014-02-02 13:00:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:00:00,nodeIn01.ret.org,10.5,0.1,91.75,NA
2014-02-02 13:00:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:05:00,nodeId01.ret.org,8.5,0.2,91.58,NA
2014-02-02 13:05:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:05:00,nodeIn01.ret.org,10.5,0.09,91.73,NA
2014-02-02 13:05:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:10:00,nodeId01.ret.org,8.5,0.19,91.58,NA
2014-02-02 13:10:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:10:00,nodeIn01.ret.org,10,0.09,91.72,NA
2014-02-02 13:10:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:15:00,nodeId01.ret.org,8.5,0.22,91.6,NA
2014-02-02 13:15:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:15:00,nodeIn01.ret.org,10.5,0.06,91.75,NA
2014-02-02 13:15:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 13:20:00,nodeId01.ret.org,8.5,0.22,91.59,NA
2014-02-02 13:20:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 13:20:00,nodeIn01.ret.org,10,0.08,91.74,NA
2014-02-02 13:20:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:25:00,nodeId01.ret.org,9,0.23,91.59,NA
2014-02-02 13:25:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 13:25:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 13:30:00,nodeId01.ret.org,8.5,0.22,91.59,NA
2014-02-02 13:30:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 13:30:00,nodeIn01.ret.org,10.5,0.11,91.74,NA
2014-02-02 13:30:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:35:00,nodeId01.ret.org,8.5,0.18,91.59,NA
2014-02-02 13:35:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:35:00,nodeIn01.ret.org,10,0.11,91.75,NA
2014-02-02 13:35:00,nodeIn02.ret.org,12.5,0.01,91.59,NA
2014-02-02 13:40:00,nodeId01.ret.org,8.5,0.22,91.59,NA
2014-02-02 13:40:00,nodeId02.ret.org,10,0.01,91.27,NA
2014-02-02 13:40:00,nodeIn01.ret.org,10.5,0.07,91.74,NA
2014-02-02 13:40:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 13:45:00,nodeId01.ret.org,8.5,0.17,91.6,NA
2014-02-02 13:45:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 13:45:00,nodeIn01.ret.org,10,0.1,91.74,NA
2014-02-02 13:45:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 13:50:00,nodeId01.ret.org,8.5,0.23,91.59,NA
2014-02-02 13:50:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 13:50:00,nodeIn01.ret.org,10.5,0.09,91.74,NA
2014-02-02 13:50:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 13:55:00,nodeId01.ret.org,9,0.27,91.59,NA
2014-02-02 13:55:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 13:55:00,nodeIn01.ret.org,10,0.12,91.74,NA
2014-02-02 13:55:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 14:00:00,nodeId01.ret.org,9,0.25,91.59,NA
2014-02-02 14:00:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:00:00,nodeIn01.ret.org,10.5,0.11,91.75,NA
2014-02-02 14:00:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 14:05:00,nodeId01.ret.org,9,0.26,91.59,NA
2014-02-02 14:05:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:05:00,nodeIn01.ret.org,10,0.15,91.75,NA
2014-02-02 14:05:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 14:10:00,nodeId01.ret.org,8.5,0.25,91.58,NA
2014-02-02 14:10:00,nodeId02.ret.org,10,0.01,91.27,NA
2014-02-02 14:10:00,nodeIn01.ret.org,10.5,0.1,91.74,NA
2014-02-02 14:10:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 14:15:00,nodeId01.ret.org,8.5,0.23,91.59,NA
2014-02-02 14:15:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 14:15:00,nodeIn01.ret.org,10,0.08,91.75,NA
2014-02-02 14:15:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 14:20:00,nodeId01.ret.org,8.5,0.18,91.59,NA
2014-02-02 14:20:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 14:20:00,nodeIn01.ret.org,10,0.1,91.73,NA
2014-02-02 14:20:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 14:25:00,nodeId01.ret.org,8.5,0.2,91.59,NA
2014-02-02 14:25:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 14:25:00,nodeIn01.ret.org,10.5,0.11,91.74,NA
2014-02-02 14:25:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 14:30:00,nodeId01.ret.org,9,0.24,91.59,NA
2014-02-02 14:30:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:30:00,nodeIn01.ret.org,10.5,0.09,91.73,NA
2014-02-02 14:30:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 14:35:00,nodeId01.ret.org,8.5,0.21,91.59,NA
2014-02-02 14:35:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:35:00,nodeIn01.ret.org,10,0.1,91.74,NA
2014-02-02 14:35:00,nodeIn02.ret.org,12.5,0.01,91.58,NA
2014-02-02 14:40:00,nodeId01.ret.org,9,0.26,91.59,NA
2014-02-02 14:40:00,nodeId02.ret.org,10,0.01,91.26,NA
2014-02-02 14:40:00,nodeIn01.ret.org,10,0.12,91.75,NA
2014-02-02 14:40:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 14:45:00,nodeId01.ret.org,9,0.27,91.59,NA
2014-02-02 14:45:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:45:00,nodeIn01.ret.org,10,0.11,91.75,NA
2014-02-02 14:45:00,nodeIn02.ret.org,11.5,0.01,91.59,NA
2014-02-02 14:50:00,nodeId01.ret.org,9,0.24,91.59,NA
2014-02-02 14:50:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 14:50:00,nodeIn01.ret.org,10.5,0.14,91.74,NA
2014-02-02 14:50:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 14:55:00,nodeId01.ret.org,8.5,0.25,91.59,NA
2014-02-02 14:55:00,nodeId02.ret.org,9.5,0.01,91.25,NA
2014-02-02 14:55:00,nodeIn01.ret.org,10.5,0.11,91.75,NA
2014-02-02 14:55:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 15:00:00,nodeId01.ret.org,9,0.2,91.58,NA
2014-02-02 15:00:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:00:00,nodeIn01.ret.org,11,0.13,91.74,NA
2014-02-02 15:00:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 15:05:00,nodeId01.ret.org,9,0.26,91.59,NA
2014-02-02 15:05:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:05:00,nodeIn01.ret.org,10,0.1,91.73,NA
2014-02-02 15:05:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 15:10:00,nodeId01.ret.org,9,0.21,91.59,NA
2014-02-02 15:10:00,nodeId02.ret.org,10,0.01,91.28,NA
2014-02-02 15:10:00,nodeIn01.ret.org,10,0.07,91.75,NA
2014-02-02 15:10:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 15:15:00,nodeId01.ret.org,8.5,0.21,91.59,NA
2014-02-02 15:15:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:15:00,nodeIn01.ret.org,10.5,0.09,91.74,NA
2014-02-02 15:15:00,nodeIn02.ret.org,12,0.01,91.56,NA
2014-02-02 15:20:00,nodeId01.ret.org,8.5,0.2,91.58,NA
2014-02-02 15:20:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:20:00,nodeIn01.ret.org,10.5,0.12,91.73,NA
2014-02-02 15:20:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 15:25:00,nodeId01.ret.org,8.5,0.23,91.59,NA
2014-02-02 15:25:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:25:00,nodeIn01.ret.org,10,0.1,91.74,NA
2014-02-02 15:25:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 15:30:00,nodeId01.ret.org,8.5,0.2,91.61,NA
2014-02-02 15:30:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:30:00,nodeIn01.ret.org,10.5,0.08,91.75,NA
2014-02-02 15:30:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 15:35:00,nodeId01.ret.org,9,0.2,91.61,NA
2014-02-02 15:35:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 15:35:00,nodeIn01.ret.org,10,0.07,91.73,NA
2014-02-02 15:35:00,nodeIn02.ret.org,13,0.01,91.58,NA
2014-02-02 15:40:00,nodeId01.ret.org,8.5,0.2,91.59,NA
2014-02-02 15:40:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:40:00,nodeIn01.ret.org,10,0.12,91.74,NA
2014-02-02 15:40:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 15:45:00,nodeId01.ret.org,8.5,0.21,91.6,NA
2014-02-02 15:45:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:45:00,nodeIn01.ret.org,10,0.11,91.74,NA
2014-02-02 15:45:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 15:50:00,nodeId01.ret.org,9,0.22,91.59,NA
2014-02-02 15:50:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 15:50:00,nodeIn01.ret.org,10,0.09,91.74,NA
2014-02-02 15:50:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 15:55:00,nodeId01.ret.org,8.5,0.23,91.59,NA
2014-02-02 15:55:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 15:55:00,nodeIn01.ret.org,10.5,0.08,91.74,NA
2014-02-02 15:55:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 16:00:00,nodeId01.ret.org,9,0.22,91.6,NA
2014-02-02 16:00:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:00:00,nodeIn01.ret.org,10.5,0.07,91.75,NA
2014-02-02 16:00:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 16:05:00,nodeId01.ret.org,8.5,0.25,91.59,NA
2014-02-02 16:05:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:05:00,nodeIn01.ret.org,10.5,0.09,91.74,NA
2014-02-02 16:05:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 16:10:00,nodeId01.ret.org,8.5,0.22,91.59,NA
2014-02-02 16:10:00,nodeId02.ret.org,10,0.01,91.28,NA
2014-02-02 16:10:00,nodeIn01.ret.org,10,0.09,91.75,NA
2014-02-02 16:10:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 16:15:00,nodeId01.ret.org,8.5,0.24,91.59,NA
2014-02-02 16:15:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:15:00,nodeIn01.ret.org,10,0.08,91.74,NA
2014-02-02 16:15:00,nodeIn02.ret.org,11.5,0.01,91.57,NA
2014-02-02 16:20:00,nodeId01.ret.org,8.5,0.2,91.59,NA
2014-02-02 16:20:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:20:00,nodeIn01.ret.org,10,0.15,91.75,NA
2014-02-02 16:20:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 16:25:00,nodeId01.ret.org,8.5,0.24,91.6,NA
2014-02-02 16:25:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:25:00,nodeIn01.ret.org,10.5,0.13,91.75,NA
2014-02-02 16:25:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 16:30:00,nodeId01.ret.org,8.5,0.26,91.61,NA
2014-02-02 16:30:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 16:30:00,nodeIn01.ret.org,10.5,0.15,91.76,NA
2014-02-02 16:30:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 16:35:00,nodeId01.ret.org,9,0.2,91.6,NA
2014-02-02 16:35:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:35:00,nodeIn01.ret.org,10.5,0.1,91.74,NA
2014-02-02 16:35:00,nodeIn02.ret.org,12.5,0.01,91.58,NA
2014-02-02 16:40:00,nodeId01.ret.org,8.5,0.19,91.6,NA
2014-02-02 16:40:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:40:00,nodeIn01.ret.org,10.5,0.12,91.74,NA
2014-02-02 16:40:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 16:45:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:45:00,nodeIn01.ret.org,10.5,0.13,91.75,NA
2014-02-02 16:45:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 16:50:00,nodeId01.ret.org,8.5,0.18,91.6,NA
2014-02-02 16:50:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 16:50:00,nodeIn01.ret.org,10.5,0.12,91.75,NA
2014-02-02 16:50:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 16:55:00,nodeId01.ret.org,8.5,0.2,91.6,NA
2014-02-02 16:55:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 16:55:00,nodeIn01.ret.org,10.5,0.09,91.74,NA
2014-02-02 16:55:00,nodeIn02.ret.org,11.5,0.01,91.59,NA
2014-02-02 17:00:00,nodeId01.ret.org,9.5,0.21,91.6,NA
2014-02-02 17:00:00,nodeId02.ret.org,9.5,0.01,91.29,NA
2014-02-02 17:00:00,nodeIn01.ret.org,10.5,0.12,91.74,NA
2014-02-02 17:00:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 17:05:00,nodeId01.ret.org,8.5,0.2,91.59,NA
2014-02-02 17:05:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 17:05:00,nodeIn01.ret.org,10.5,0.06,91.75,NA
2014-02-02 17:05:00,nodeIn02.ret.org,12,0.01,91.57,NA
2014-02-02 17:10:00,nodeId01.ret.org,8.5,0.17,91.6,NA
2014-02-02 17:10:00,nodeId02.ret.org,10.5,0.01,91.26,NA
2014-02-02 17:10:00,nodeIn01.ret.org,10,0.04,91.74,NA
2014-02-02 17:10:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 17:15:00,nodeId01.ret.org,8.5,0.15,91.6,NA
2014-02-02 17:15:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 17:15:00,nodeIn01.ret.org,10,0.03,91.75,NA
2014-02-02 17:15:00,nodeIn02.ret.org,11.5,0.01,91.59,NA
2014-02-02 17:20:00,nodeId01.ret.org,9,0.16,91.61,NA
2014-02-02 17:20:00,nodeId02.ret.org,9.5,0.01,91.28,NA
2014-02-02 17:20:00,nodeIn01.ret.org,10.5,0.03,91.74,NA
2014-02-02 17:20:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 17:25:00,nodeId01.ret.org,8.5,0.15,91.58,NA
2014-02-02 17:25:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 17:25:00,nodeIn01.ret.org,10.5,0.03,91.75,NA
2014-02-02 17:25:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 17:30:00,nodeId01.ret.org,9,0.16,91.59,NA
2014-02-02 17:30:00,nodeId02.ret.org,9.5,0.01,91.26,NA
2014-02-02 17:30:00,nodeIn01.ret.org,10.5,0.03,91.75,NA
2014-02-02 17:30:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 17:35:00,nodeId01.ret.org,8.5,0.13,91.6,NA
2014-02-02 17:35:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 17:35:00,nodeIn01.ret.org,10.5,0.04,91.75,NA
2014-02-02 17:35:00,nodeIn02.ret.org,12.5,0.01,91.57,NA
2014-02-02 17:40:00,nodeId01.ret.org,8.5,0.15,91.6,NA
2014-02-02 17:40:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 17:40:00,nodeIn01.ret.org,10,0.04,91.75,NA
2014-02-02 17:40:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 17:45:00,nodeId01.ret.org,8.5,0.16,91.6,NA
2014-02-02 17:45:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 17:45:00,nodeIn01.ret.org,10.5,0.03,91.75,NA
2014-02-02 17:45:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 17:50:00,nodeId01.ret.org,8.5,0.15,91.59,NA
2014-02-02 17:50:00,nodeId02.ret.org,9.5,0.01,91.29,NA
2014-02-02 17:50:00,nodeIn01.ret.org,10.5,0.04,91.75,NA
2014-02-02 17:50:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 17:55:00,nodeId01.ret.org,8.5,0.15,91.59,NA
2014-02-02 17:55:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 17:55:00,nodeIn01.ret.org,10.5,0.02,91.75,NA
2014-02-02 17:55:00,nodeIn02.ret.org,12,0.01,91.58,NA
2014-02-02 18:00:00,nodeId01.ret.org,9,0.09,91.6,NA
2014-02-02 18:00:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 18:00:00,nodeIn01.ret.org,11,0.02,91.76,NA
2014-02-02 18:00:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 18:05:00,nodeId01.ret.org,8.5,0.11,91.6,NA
2014-02-02 18:05:00,nodeId02.ret.org,9.5,0.01,91.27,NA
2014-02-02 18:05:00,nodeIn01.ret.org,10.5,0.02,91.77,NA
2014-02-02 18:05:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 18:10:00,nodeId01.ret.org,8.5,0.09,91.61,NA
2014-02-02 18:10:00,nodeId02.ret.org,10,0.01,91.2,NA
2014-02-02 18:10:00,nodeIn01.ret.org,10.5,0.03,91.76,NA
2014-02-02 18:10:00,nodeIn02.ret.org,12,0.01,91.59,NA
2014-02-02 18:15:00,nodeId01.ret.org,8.5,0.08,91.6,NA
2014-02-02 18:15:00,nodeId02.ret.org,9.5,0.01,91.19,NA
2014-02-02 18:15:00,nodeIn01.ret.org,10.5,0.02,91.77,NA
2014-02-02 18:15:00,nodeIn02.ret.org,11.5,0.01,91.58,NA
2014-02-02 18:20:00,nodeId01.ret.org,9,0.1,91.6,NA
2014-02-02 18:20:00,nodeId02.ret.org,9.5,0.01,91.19,NA
